,Date,Open,High,Low,Close,Volume,mm,MM Signal,Actual Returns,MM Returns
0,2018-02-01 00:00:00+00:00,1119.3699951171875,1161.3499755859375,984.8189697265624,1036.7900390625,5261680128,,0.0,,
1,2018-02-02 00:00:00+00:00,1035.77001953125,1035.77001953125,757.97998046875,915.7849731445312,6713290240,,0.0,-0.11671125431276863,-0.0
2,2018-02-03 00:00:00+00:00,919.2109985351562,991.9429931640624,847.6900024414062,964.0189819335938,3243480064,,0.0,0.052669578780531134,0.0
3,2018-02-04 00:00:00+00:00,964.6669921875,969.031982421875,805.0640258789062,834.6820068359375,2997090048,,0.0,-0.13416434481221196,-0.0
4,2018-02-05 00:00:00+00:00,834.9580078125,856.64599609375,644.5989990234375,697.9509887695312,4269530112,,0.0,-0.16381210682223524,-0.0
5,2018-02-06 00:00:00+00:00,707.7369995117188,796.4390258789062,574.4190063476562,793.1220092773438,6518269952,,0.0,0.13635774150215973,0.0
6,2018-02-07 00:00:00+00:00,790.427978515625,851.2000122070312,723.4329833984375,757.0679931640625,3896179968,,0.0,-0.04545834775929625,-0.0
7,2018-02-08 00:00:00+00:00,755.843017578125,845.0859985351562,755.843017578125,817.8070068359375,3708189952,,0.0,0.08022927163784144,0.0
8,2018-02-09 00:00:00+00:00,818.47998046875,884.0040283203125,788.833984375,883.864990234375,2495820032,,0.0,0.08077453830337444,0.0
9,2018-02-10 00:00:00+00:00,882.4669799804688,917.4000244140624,825.5770263671875,860.4149780273438,2930530048,,0.0,-0.02653121513593726,-0.0
10,2018-02-11 00:00:00+00:00,859.2880249023438,859.2880249023438,788.2219848632812,814.6599731445312,2486650112,-222.13006591796875,-1.0,-0.0531778340118092,-0.0
11,2018-02-12 00:00:00+00:00,817.5079956054688,875.93701171875,817.5079956054688,868.7069702148438,2243450112,-47.0780029296875,-1.0,0.06634301285442423,-0.06634301285442423
12,2018-02-13 00:00:00+00:00,869.2930297851562,870.708984375,828.8369750976562,845.2579956054688,2081170048,-118.760986328125,-1.0,-0.026992962429639222,0.026992962429639222
13,2018-02-14 00:00:00+00:00,844.2789916992188,926.4290161132812,844.2789916992188,923.5609741210938,2818370048,88.87896728515625,1.0,0.0926379625188114,-0.0926379625188114
14,2018-02-15 00:00:00+00:00,923.72802734375,951.947998046875,911.1110229492188,936.9760131835938,2900100096,239.0250244140625,1.0,0.01452534206013456,0.01452534206013456
15,2018-02-16 00:00:00+00:00,934.7860107421876,950.0050048828124,917.8480224609376,944.2100219726562,2369449984,151.0880126953125,1.0,0.007720591228886686,0.007720591228886686
16,2018-02-17 00:00:00+00:00,944.7479858398438,976.594970703125,940.7540283203124,974.114990234375,2525720064,217.0469970703125,1.0,0.03167194539964835,0.03167194539964835
17,2018-02-18 00:00:00+00:00,973.3489990234376,982.9329833984376,915.4450073242188,923.9210205078124,2567290112,106.11401367187489,1.0,-0.05152776646470225,-0.05152776646470225
18,2018-02-19 00:00:00+00:00,921.6680297851562,957.7769775390624,921.5540161132812,943.864990234375,2169019904,60.0,1.0,0.02158622791762088,0.02158622791762088
19,2018-02-20 00:00:00+00:00,943.5670166015624,965.2650146484376,892.9539794921875,895.3709716796875,2545260032,34.95599365234375,1.0,-0.051378130406813494,-0.051378130406813494
20,2018-02-21 00:00:00+00:00,894.135009765625,912.375,830.56298828125,849.9710083007812,2531729920,35.31103515625,1.0,-0.05070519909053717,-0.05070519909053717
21,2018-02-22 00:00:00+00:00,849.2620239257812,875.926025390625,802.6680297851562,812.844970703125,2150370048,-55.86199951171875,-1.0,-0.043679181095690245,-0.043679181095690245
22,2018-02-23 00:00:00+00:00,811.5850219726562,886.3179931640625,794.791015625,864.1890258789062,2334820096,18.9310302734375,1.0,0.06316586437308924,-0.06316586437308924
23,2018-02-24 00:00:00+00:00,861.593017578125,879.531005859375,818.5499877929688,840.5150146484375,1926579968,-83.04595947265625,-1.0,-0.02739448259759092,-0.02739448259759092
24,2018-02-25 00:00:00+00:00,839.458984375,853.14599609375,822.3809814453125,844.8099975585938,1646960000,-92.166015625,-1.0,0.0051099419228730625,-0.0051099419228730625
25,2018-02-26 00:00:00+00:00,845.2780151367188,880.3920288085938,842.3189697265625,869.3150024414062,2044480000,-74.89501953125,-1.0,0.029006528040185664,-0.029006528040185664
26,2018-02-27 00:00:00+00:00,870.364990234375,896.2589721679688,867.0969848632812,878.2650146484375,2053980032,-95.8499755859375,-1.0,0.010295476532552472,-0.010295476532552472
27,2018-02-28 00:00:00+00:00,877.9340209960938,890.1079711914062,855.1240234375,855.198974609375,1963980032,-68.72204589843739,-1.0,-0.02626318896272517,0.02626318896272517
28,2018-03-01 00:00:00+00:00,856.0120239257812,880.302001953125,851.9199829101562,872.2000122070312,1868519936,-71.66497802734375,-1.0,0.019879628136155958,-0.019879628136155958
29,2018-03-02 00:00:00+00:00,871.7639770507812,876.3779907226562,852.4219970703125,856.85302734375,1894419968,-38.5179443359375,-1.0,-0.017595717322276716,0.017595717322276716
30,2018-03-03 00:00:00+00:00,856.7109985351562,868.4539794921875,855.2069702148438,857.2249755859375,1699369984,7.25396728515625,1.0,0.0004340863955869523,-0.0004340863955869523
