timestamp,FG,Close,change,position
2018-02-02 00:00:00+00:00,15.0,915.7849731445312,-0.11671125431276863,1
2018-02-03 00:00:00+00:00,40.0,964.0189819335938,0.052669578780531134,-1
2018-02-04 00:00:00+00:00,24.0,834.6820068359375,-0.13416434481221196,-1
2018-02-05 00:00:00+00:00,11.0,697.9509887695312,-0.16381210682223524,1
2018-02-06 00:00:00+00:00,8.0,793.1220092773438,0.13635774150215973,1
2018-02-07 00:00:00+00:00,36.0,757.0679931640625,-0.04545834775929625,-1
2018-02-08 00:00:00+00:00,30.0,817.8070068359375,0.08022927163784144,-1
2018-02-09 00:00:00+00:00,44.0,883.864990234375,0.08077453830337444,-1
2018-02-10 00:00:00+00:00,54.0,860.4149780273438,-0.02653121513593726,1
2018-02-11 00:00:00+00:00,31.0,814.6599731445312,-0.0531778340118092,-1
2018-02-12 00:00:00+00:00,42.0,868.7069702148438,0.06634301285442423,-1
2018-02-13 00:00:00+00:00,35.0,845.2579956054688,-0.026992962429639222,-1
2018-02-14 00:00:00+00:00,55.0,923.5609741210938,0.0926379625188114,1
2018-02-15 00:00:00+00:00,71.0,936.9760131835938,0.01452534206013456,1
2018-02-16 00:00:00+00:00,67.0,944.2100219726562,0.007720591228886686,1
2018-02-17 00:00:00+00:00,74.0,974.114990234375,0.03167194539964835,1
2018-02-18 00:00:00+00:00,63.0,923.9210205078125,-0.05152776646470214,1
2018-02-19 00:00:00+00:00,67.0,943.864990234375,0.02158622791762088,1
2018-02-20 00:00:00+00:00,74.0,895.3709716796875,-0.051378130406813494,1
2018-02-21 00:00:00+00:00,54.0,849.9710083007812,-0.05070519909053717,1
2018-02-22 00:00:00+00:00,44.0,812.844970703125,-0.043679181095690245,-1
2018-02-23 00:00:00+00:00,39.0,864.1890258789062,0.06316586437308924,-1
2018-02-24 00:00:00+00:00,31.0,840.5150146484375,-0.02739448259759092,-1
2018-02-25 00:00:00+00:00,33.0,844.8099975585938,0.0051099419228730625,-1
2018-02-26 00:00:00+00:00,37.0,869.3150024414062,0.029006528040185664,-1
2018-02-27 00:00:00+00:00,44.0,878.2650146484375,0.010295476532552472,-1
